Hito	VersiÃ³n	Mes nÃƒÂ³mina	PosiciÃ³n	No Emp	Ceco	Patron ActuaL	PUESTO 	NOMBRE DELPUESTO 	ÃƒÆ’Ã‚ÂREA	ÃƒÆ’Ã‚ÂREA NOMBRE	TIPO DE ÃƒÆ’Ã‚ÂREA	TIPO PLAZA	Fecha de Ingreso	SUELDO MES	% Incremento	VARIABLE MENSUAL	Tipo de Egreso	PROYECTO	COSTO	GASTO	INVERSION	BONO	VALES DE GASOLINA	ESTACIONAMIENTO	VALOR ESTACIONAMIENTO	SGMM	Detalle ESTATUS DE VACANTE	PTU
H01	01	202409	POS096	1020158	336056	CC	GERENTE	CONSULTOR	DAT	DATOS	NEGOCIO	ACTIVA	20210616	58500	0	0	COSTO	DESDUPLICACION 20% DATOS 80%	1	0	0	SIN BONO	0	SI / PENSION	2100	421.4149311		168571.93
H01	01	202409	POS097	1138421	334005	CC	ANALISTA	ANALISTA ATENCION A CLIENTES	LEG	LEGAL	ADMINISTRATIVA	ACTIVA	20240408	9750	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D	SUSTITUYE A LUIS GARCIA SANTIAGO	0
H01	01	202409	POS098	980580	336280	CC	ANALISTA	DESARROLLADOR DEVOPS	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20171011	45000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	1459.014077		135000
H01	01	202409	POS099	333583	336041	CC	GERENTE	GERENTE RECURSOS HUMANOS	REC	RECURSOS HUMANOS	ADMINISTRATIVA	ACTIVA	20160609	77640.07	0	0	GASTO		0	1	0	CON BONO	0	SI / TERRET	4750	2033.028983	FINAL DE AÃƒâ€˜O	158887.12
H01	01	202409	POS100	991392	336281	CC	GERENTE	GERENTE SISTEMAS	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20110117	63219	0	0	INVERSION	Inversion evaluaciones Mayo y Junio	0	0	1	CON BONO	0	SI / TERRET	4750	2148.874658		182321.19
H01	01	202409	POS101	978143	334007	CC	COORDINADOR	COORDINADOR SEGURIDAD DE LA INFORMACION 	SGR	SEGURIDAD	ADMINISTRATIVA	ACTIVA	20190401	59799.9	0	0	GASTO		0	1	0	SIN BONO	0	0	0	1820.692492		176513.17
H01	01	202409	POS102	874549	334005	CC	GERENTE	GERENTE ATENCION A CLIENTES	LEG	LEGAL	ADMINISTRATIVA	ACTIVA	20110118	54600	0	0	GASTO		0	1	0	CON BONO	0	SI / PLAZA POLANCO	2100	2553.8855		163800
H01	01	202409	POS103	963601	335975	CC	GERENTE	LEAD DATA SCIENTIST	ANA	ANALYTICS	NEGOCIO	ACTIVA	20191216	65000	0	0	INVERSION	DESARROLLO FIS 15%/SCORE PM 15%/ CHATBOT 15%/GUARDIAN NUEVA VERSION 15%/GASTO (CONSULTORIA)15%/COSTO 10%/BIENESTAR FINANCIERO 15%	0	0	1	CON BONO	0	SI / PENSION	2100	359.073425		185028.23
H01	01	202409	POS104	982227	335951	CC	ANALISTA	ANALISTA COMERCIAL 	EXC	EXCELENCIA OPERACIONAL	NEGOCIO	ACTIVA	20180601	18251.1	0	8833	GASTO		0	1	0	SIN BONO	0	0	0	0		54753
H01	01	202409	POS105	0	336043	CC	ANALISTA	ASESOR COMERCIAL JR	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	REEMPLAZO	20241001	10000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D	REEMPLAZO YASMIN NAYELI	#N/D
H01	01	202409	POS106	36354	336280	CC	ANALISTA	ANALISTA OPERACIONES	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20130731	20000	0	0	GASTO		0	1	0	SIN BONO	0	SI / PERMISO ESPECIAL T	4750	2418.352875		60000
H01	01	202409	POS107	919629	336287	CC	GERENTE	GERENTE OPERACIÃƒÆ’Ã¢â‚¬Å“N CORE	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20130923	64811.37	0	0	GASTO		0	1	0	CON BONO	0	SI / TERRET	4750	2472.018963		185025.68
H01	01	202409	POS108	593163	336280	CC	GERENTE	GERENTE DE OPERACIONES	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20101101	122199.9	0	0	GASTO		0	1	0	CON BONO	0	SI / TERRET	4750	682.9449513		282511.9
H01	01	202409	POS109	918449	334008	CC	GERENTE	GERENTE CONTABILIDAD	ADF	ADMINISTRACION Y FINANZAS	ADMINISTRATIVA	ACTIVA	20120509	68949.9	0	0	GASTO		0	1	0	CON BONO	0	SI / TERRET	4750	1879.283473		192056.25
H01	01	202409	POS110	373401	335970	CC	HEAD	HEAD OF PRODUCT	PRD	PRODUCTO	NEGOCIO	ACTIVA	20180816	121527.9	0	6076.395	INVERSION	FIS API 20% FES V4 20% ORIGINACIÃƒâ€œN 20% WELLNEZ 20% DATA SOLUTIONS 20%	0	0	1	CON BONO	3000	SI / TERRET	4750	1825.590908		0
H01	01	202409	POS111	983045	334005	CC	ANALISTA	ANALISTA ATENCION A CLIENTES	LEG	LEGAL	ADMINISTRATIVA	ACTIVA	20100816	12480.12	0	850	GASTO		0	1	0	SIN BONO	0	0	0	2278.815425		37440
H01	01	202409	POS112	1025230	336147	CC	GERENTE	GERENTE SR. DE CONTRALORIA NORMATIVA	LEG	LEGAL	ADMINISTRATIVA	ACTIVA	20210801	75000	0	0	GASTO		0	1	0	CON BONO	0	SI / TERRET	4750	2103.449783	PROBABLE BAJA	202333.54
H01	01	202409	POS113	1066110	336056	CC	GERENTE	GERENTE DE DATO S	DAT	DATOS	NEGOCIO	ACTIVA	20210716	82500	0	0	INVERSION	HERRAMIENTA DE GOBIERNO DE DATOS 20% Y30% PRODUCTOS (VARIABLE Y DEFUCNIONES) 50% DATOS	0	0	1	CON BONO	0	SI / TERRET	4750	1580.356463		215073.78
H01	01	202409	POS114	1025188	336280	CC	DESARROLLADOR	DESARROLLADOR BACK END DEVOPS	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20210716	39608	0	0	GASTO		0	1	0	SIN BONO	0	0	0	1490.729429		118824
H01	01	202409	POS115	983033	334004	CC	GERENTE	UX/UI DEVELOPER SR.	MAR	MARKETING	ADMINISTRATIVA	ACTIVA	20180719	69999.9	0	0	INVERSION	100% inversiÃƒÂ³n Sistema Circulo de Credito Servicios UX	0	0	1	CON BONO	0	0	0	772.9347417	Se va a evaluar	193839.89
H01	01	202409	POS116	1031256	335872	CC	COORDINADOR	DISEÃƒÆ’Ã¢â‚¬ËœADOR GRAFICO	MAR	MARKETING	ADMINISTRATIVA	ACTIVA	20210920	35000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	995.306684	Se va a evaluar	105000
H01	01	202409	POS117	979751	336050	CC	ANALISTA	ANALISTA CALIDAD	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20180402	9130.5	30	11640	GASTO		0	1	0	SIN BONO	0	0	0	942.4426375	COORDINADOR C	27391.5
H01	01	202409	POS118	1066697	336043	CC	ANALISTA	ASESOR COMERCIAL JR	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20220704	10000	0	26460	GASTO		0	1	0	SIN BONO	0	0	0	873.955		30000
H01	01	202409	POS119	983937	335963	CC	ANALISTA	Asesor Back Office	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20200716	13800	0	3499	GASTO		0	1	0	SIN BONO	0	0	0	1506.870583		36000
H01	01	202409	POS120	203884	334006	CC	COORDINADOR	COORDINADOR AUDITORIA	AUD	AUDITORIA INTERNA	ADMINISTRATIVA	ACTIVA	20161001	55398	0	0	GASTO		0	1	0	SIN BONO	0	0	0	2159.081017		138494.07
H01	01	202409	POS121	1135829	335960	CC	ANALISTA	Asesor Back Office	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20240311	12000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS122	320816	336281	CC	DESARROLLADOR	ADMINISTRADOR TALEND	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20170901	65838.9	0	0	INVERSION	TALEND (proveedores 50%(  Consumidor Final 50% solo Mayo y Junio 	0	0	1	SIN BONO	0	SI / SIN AUTO	0	2399.491588		174614.79
H01	01	202409	POS123	1020191	335981	CC	GERENTE	Gerente de Marketing B2C	COF	CONSUMIDOR FINAL	NEGOCIO	ACTIVA	20210616	78000	0	0	INVERSION	CONSUMIDOR FINAL	0	0	1	CON BONO	0	SI / SIN AUTO	0	757.4213075		207429.64
H01	01	202409	POS124	978132	336139	CC	GERENTE	GERENTE JURIDICO CORPORATIVO	LEG	LEGAL	ADMINISTRATIVA	ACTIVA	20170410	39549.9	25	0	GASTO		0	1	0	SIN BONO	0	SI / TERRET	4750	772.9347417	PROBABLE BAJA	118650
H01	01	202409	POS125	982228	335954	CL	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA	CCO	COMERCIAL	NEGOCIO	ACTIVA	20180611	19500	0	33942	GASTO		0	1	0	BONO2022		SI / SIN AUTO	0	0		0
H01	01	202409	POS126	1037160	335946	CC	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA FINANCIERAS NO BANCARIAS	CCO	COMERCIAL	NEGOCIO	ACTIVA	20211101	32500	0	23400	GASTO		0	1	0	SIN BONO	3000	SI / TERRET	4750	615.1398292		78000
H01	01	202409	POS127	980583	336286	CC	GERENTE	GERENTE TELECOMUNICACIONES	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20180129	58500	0	0	GASTO		0	1	0	CON BONO	0	SI / TERRET	4750	1748.566679		174305.03
H01	01	202409	POS128	1025855	335943	CC	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA FINANCIERAS NO BANCARIAS	CCO	COMERCIAL	NEGOCIO	ACTIVA	20210809	26000	0	29025	GASTO		0	1	0	SIN BONO	0	SI / SIN AUTO	0	359.073425		78000
H01	01	202409	POS129	1025238	336282	CC	DIRECTOR	DIRECTOR NEGOCIO API	API	APIS	NEGOCIO	ACTIVA	20210802	215000	0	0	INVERSION	API	0	0	1	CON BONO	4000	SI / TERRET	4750	4341.339275		0
H01	01	202409	POS130	1030397	336280	CC	ANALISTA	ANALISTA OPERACIONES	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20210913	20000	0	0	GASTO		0	1	0	SIN BONO	0	SI / PERMISO ESPECIAL T	4750	547.3098708		60000
H01	01	202409	POS131	981503	336281	CC	DESARROLLADOR	DESARROLLADOR	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20190805	42999.9	0	0	INVERSION	"FACTURACION, 360, AFILIACIÃƒâ€œN"	0	0	1	SIN BONO	0	0	0	435.2811042		128999.7
H01	01	202409	POS132	978126	334008	CC	GERENTE	GERENTE ACTIVO FIJO Y ADMINISTRACION 	ADF	ADMINISTRACION Y FINANZAS	ADMINISTRATIVA	ACTIVA	20120801	45789	0	0	GASTO		0	1	0	SIN BONO	0	SI / TERRET	4750	2082.197488	SE SUSTITUYE POR UNA POSISION MENOR	137367
H01	01	202409	POS133	1026979	335975	CC	CONSULTOR	CONSULTOR DE ANALYTICS	ANA	ANALYTICS	NEGOCIO	ACTIVA	20210816	58275	0	0	HÍBRIDO	LAE-FIS 35%/ GASTO (CONSULTORIA)35%/COSTO 30%	0.3	0.35	0.35	SIN BONO	0	0	0	615.1398292		172744.35
H01	01	202409	POS134	980579	336286	CC	ANALISTA	ANALISTA SOPORTE TEC	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20170807	20000.1	0	0	GASTO		0	1	0	SIN BONO	0	0	0	547.3098708		60000
H01	01	202409	POS135	0	335872	CC	GERENTE	Gerente de ComunicaciÃƒÆ’Ã‚Â³n 	MAR	MARKETING	ADMINISTRATIVA	REEMPLAZO	20241001	95000	0	0	GASTO		0	1	0	CON BONO	0	0	0	#N/D	SUSTITUYE A CLARA GIOVANA	#N/D
H01	01	202409	POS136	563433	335972	CC	DIRECTOR DE DEPARTAMENTO 	DIRECTOR  EXCELENCIA OPERATIVA	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20030804	162432	0	0	GASTO		0	1	0	CON BONO	4000	SI / TERRET	4750	4590.421104		0
H01	01	202409	POS137	1012943	334007	CC	COORDINADOR	COORDINADOR SEGURIDAD DE LA INFORMACION 	SGR	SEGURIDAD	ADMINISTRATIVA	ACTIVA	20210405	51750	0	0	GASTO		0	1	0	SIN BONO	0	0	0	435.2811042		155250
H01	01	202409	POS138	1014676	334008	CC	ANALISTA	COORDINADOR DE CUENTAS POR PAGAR	ADF	ADMINISTRACION Y FINANZAS	ADMINISTRATIVA	ACTIVA	20210422	16899.9	28	0	GASTO		0	1	0	SIN BONO	0	0	0	615.1398292		50700
H01	01	202409	POS139	1038007	335939	CC	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA BANCA	CCO	COMERCIAL	NEGOCIO	ACTIVA	20211108	20000	0	9731	GASTO		0	1	0	SIN BONO	0	SI / TERRET	4750	1369.307075		60000
H01	01	202409	POS140	1038008	335939	CC	GERENTE	GERENTE DE CUENTA CLAVE BANCA	CCO	COMERCIAL	NEGOCIO	ACTIVA	20211108	30000	0	13500	GASTO		0	1	0	SIN BONO	0	SI / TERRET	4750	2148.874658		90000
H01	01	202409	POS141	1039034	334005	CC	ANALISTA	ANALISTA ATENCION A CLIENTES	LEG	LEGAL	ADMINISTRATIVA	ACTIVA	20211116	9750	23.077	0	GASTO		0	1	0	SIN BONO	0	0	0	359.073425		29250
H01	01	202409	POS142	1138465	336056	CC	CONSULTOR	Analista Business Intelligence	DAT	DATOS	NEGOCIO	ACTIVA	20240408	25000	0	0	COSTO		1	0	0	SIN BONO	0	0	0	#N/D	SUSTITUYE A EMMANUEL TREJO	0
H01	01	202409	POS143	1099864	335943	CC	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA FINANCIERAS NO BANCARIAS	CCO	COMERCIAL	NEGOCIO	ACTIVA	20230403	30000	0	14894	GASTO	COMERICIAL	0	1	0	SIN BONO	0	SI / SIN AUTO	0	1472.92		90000
H01	01	202409	POS144	1042450	335975	CC	CONSULTOR	CONSULTOR DE ANALYTICS SEMI SR. 	ANA	ANALYTICS	NEGOCIO	ACTIVA	20211208	48000	0	0	INVERSION	DESARROLLO FIS 25%/ GUARDIAN NUEVA VERSION 25%/BIENESTAR FINANCIERO 25%/COSTO 25%	0	0	1	SIN BONO	0	0	0	359.073425		144000
H01	01	202409	POS145	1044195	334008	CC	COORDINADOR	COORDINADOR TESORERIA	ADF	ADMINISTRACION Y FINANZAS	ADMINISTRATIVA	ACTIVA	20220103	58500	0	0	GASTO		0	1	0	SIN BONO	0	SI / TERRET	4750	2221.87605		135000
H01	01	202409	POS146	1049707	335976	CL	DESARROLLADOR	DESARROLLADOR BACK END	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20220214	30000	0	0	INVERSION	"Aura, Cargas, Trayectorias Laborales"	0	0	1	BONO2023		0	0	0		0
H01	01	202409	POS147	1070303	335941	CC	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA FINANCIERAS NO BANCARIAS	CCO	COMERCIAL	NEGOCIO	ACTIVA	20220124	30000	0	18000	GASTO		0	1	0	SIN BONO	3000	SI / TERRET	4750	435.2811042		90000
H01	01	202409	POS148	1042440	335966	CC	GERENTE	GERENTE DE CUENTA CLAVE RETAIL 	CCO	COMERCIAL	NEGOCIO	ACTIVA	20211213	34000	0	29300	GASTO		0	1	0	SIN BONO	3000	SI / TERRET	4750	1438.760496		102000
H01	01	202409	POS149	1044193	334004	CC	GERENTE	GERENTE DE APLICACIONES	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20220103	84500	0	0	GASTO		0	1	0	CON BONO	0	SI / PENSION	2100	1930.9458		192247.7
H01	01	202409	POS150	1046923	336285	CC	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA PREPAGO 	CCO	COMERCIAL	NEGOCIO	ACTIVA	20220124	12000	0	15640	GASTO		0	1	0	SIN BONO	0	SI / SIN AUTO	0	3854.024325		36000
H01	01	202409	POS151	1048056	336282	CC	GERENTE	API Customer Launching & Tech Support Manager	API	APIS	NEGOCIO	ACTIVA	20220201	87000	0	0	INVERSION		0	0	1	CON BONO	0	SI / SIN AUTO	0	1290.338825		222717.91
H01	01	202409	POS152	1051634	335981	CC	COORDINADOR	COORDINADORA DE PRODUCTO DATA SOLUTIONS	COF	CONSUMIDOR FINAL	NEGOCIO	ACTIVA	20220301	45000	0	0	INVERSION	DATA SOLUTIONS	0	0	1	SIN BONO	0	SI / PENSION	2100	1311.827946		135000
H01	01	202409	POS153	1052455	335962	CC	ANALISTA	Asesor Back Office	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20220307	13800	0	3564	GASTO		0	1	0	SIN BONO	0	0	0	1123.5915		36000
H01	01	202409	POS154	1052509	335962	CC	ANALISTA	Asesor Back Office	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20220307	13800	0	3546	GASTO		0	1	0	SIN BONO	0	0	0	547.3098708		36000
H01	01	202409	POS155	1054398	336056	CC	CONSULTOR JR	Consultor de Datos Jr	DAT	DATOS	NEGOCIO	ACTIVA	20220322	30000	0	0	COSTO	DESDUPLICACION 20% DATOS 80%	1	0	0	SIN BONO	0	0	0	359.073425	INCREMENTO EN JUNIO 	75000
H01	01	202409	POS156	1054405	334007	CC	GERENTE	Gerente de Seguridad de la Informacion	SGR	SEGURIDAD	ADMINISTRATIVA	ACTIVA	20220322	69999.9	0	0	GASTO		0	1	0	CON BONO	0	SI / TERRET	4750	2378.648817		193839.89
H01	01	202409	POS157	1056014	336044	CC	ANALISTA	Analista de Auditoria	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20220404	14949.885	0	3843	GASTO		0	1	0	SIN BONO	0	0	0	359.073425		39000
H01	01	202409	POS158	1056063	337225	CC	DESARROLLADOR	Desarrollador Fullstack	API	APIS	NEGOCIO	ACTIVA	20220404	35000.1	0	0	INVERSION	VERIFICACION DE EMPLEO 	0	0	1	SIN BONO	0	0	0	359.073425		105000
H01	01	202409	POS159	1008301	335872	CC	DIRECTOR	Chief Consumer  Marketing Officer	MAR	MARKETING	ADMINISTRATIVA	ACTIVA	20220406	201278.1	0	0	HÍBRIDO GASTO	50% consumidor Final / 50% gasto	0	0.5	0.5	CON BONO	4000	SI / TERRET	4750	3221.724546		0
H01	01	202409	POS160	1057449	335966	CC	GERENTE	GERENTE VERTICAL REATIL	CCO	COMERCIAL	NEGOCIO	ACTIVA	20220418	90000	0	69391	GASTO		0	1	0	SIN BONO	3000	SI / TERRET	4750	3169.843542		227814.01
H01	01	202409	POS161	1060885	335959	CC	ANALISTA	Asesor Back Office	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20220516	13000	0	2792	GASTO		0	1	0	SIN BONO	0	0	0	1434.2804		30000
H01	01	202409	POS162	1060889	337225	CC	GERENTE	Product Engineer Open Finance & Open Data	API	APIS	NEGOCIO	ACTIVA	20220516	95000	0	0	INVERSION	OPEN FINANCE	0	0	1	CON BONO	0	SI / PENSION	2100	435.2811042		236307.67
H01	01	202409	POS163	1113832	335976	CL	DESARROLLADOR	DESARROLLADOR FULLSTACK	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20230807	40000	0	0	INVERSION	"EVALUACIONES LABORALES, EVA"	0	0	1	BONO2023		0	0	0		0
H01	01	202409	POS164	1136600	336043	CL	ANALISTA	Ejecutivo Comercial Broker	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20240319	30000	0	0	GASTO		0	1	0	BONO2023		0	0	0	REEMPLAZO ADOLFO REYES	0
H01	01	202409	POS165	1062742	337225	CC	COORDINADOR	API Engineer B2C Open Data	API	APIS	NEGOCIO	ACTIVA	20220601	70000	0	0	INVERSION	OPEN ECONOMY (TELCOS)	0	0	1	SIN BONO	0	0	0	435.2811042		193839.89
H01	01	202409	POS166	1062732	335972	CC	GERENTE	GERENTE CUSTOMER EXPERIENCE	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20220601	90000	0	0	GASTO		0	1	0	CON BONO	0	SI / TERRET	4750	1498.629371		224628.95
H01	01	202409	POS167	1098306	335966	CC	EJECUTIVO DE CUENTA	GERENTE HUNTER RETAIL	CCO	COMERCIAL	NEGOCIO	ACTIVA	20230321	35000	0	6196	GASTO	"LIVERPOOL, BRADESCO, CLARO SHOP, CLICK BARATO, DIFF, HIR CASA, KARUM, MOBO, PALACIO, RAPPI, SUBURBIA, UBER, TRUORA"	0	1	0	SIN BONO	0	SI / PENSION	2100	1472.92		104955.69
H01	01	202409	POS168	0	336287	CC	DESARROLLADOR	Desarrollador Back END	SIS	SISTEMAS	ADMINISTRATIVA	REEMPLAZO	20240923	10666.66667	0	0	INVERSION	PROVEEDORES	0	0	1	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS169	1132828	334004	CC	GERENTE	Gerente QA	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20240212	75000	0	0	GASTO		0	1	0	CON BONO HASTA 2025	0	SI / SIN AUTO	0	#N/D	REMPLAZO DE MARIA LUISA HERRERA	0
H01	01	202409	POS170	1092368	336280	CC	ANALISTA	ANALISTA OPERACIONES	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20230116	20000	0	0	Gasto		0	1	0	SIN BONO	0	SI / PERMISO ESPECIAL T	4750	689.6733333		60000
H01	01	202409	POS171	0	335981	CC	ANALISTA	Social Listenning Analyst	COF	CONSUMIDOR FINAL	NEGOCIO	REEMPLAZO	20241115	30000	0	0	INVERSION	CONSUMIDOR FINAL	0	0	1	SIN BONO	0	0	0	#N/D	SUSTITUYE A SANDRA ROXNA	#N/D
H01	01	202409	POS172	1094741	335872	CC	GERENTE	Gerente de MKT B2B	MAR	MARKETING	ADMINISTRATIVA	ACTIVA	20230207	125000	0	0	Gasto		0	1	0	CON BONO	0	SI / PENSION	2100	1623.7		258439.09
H01	01	202409	POS173	1095264	335872	CC	GERENTE	P.O OperaciÃƒÆ’Ã‚Â³n Growth Ãƒâ€šÃ‚Â B2C	MAR	MARKETING	ADMINISTRATIVA	ACTIVA	20230213	110000	0	0	INVERSION	CONSUMIDOR FINAL	0	0	1	CON BONO	0	SI / PENSION	2100	1063.348333		230544.77
H01	01	202409	POS174	1064912	337225	CC	COORDINADOR	API Engineer B2C Open Data.	API	APIS	NEGOCIO	ACTIVA	20220620	80000	0	0	INVERSION	OPEN BANKING  (ADA)	0	0	1	SIN BONO	0	0	0	1176.056667		210827.2
H01	01	202409	POS175	1064872	335984	CC	COORDINADOR	DOCTORA	REC	RECURSOS HUMANOS	ADMINISTRATIVA	ACTIVA	20220620	45000	0	0	GASTO		0	1	0	SIN BONO	0	SI / SIN AUTO	0	2851.988333		135000
H01	01	202409	POS176	1025236	334205	CL	ANALISTA	ANALISTA PROVEEDORES	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20210716	21969.9	0	20000	GASTO		0	1	0	BONO2022		SI / TERRET	4750	0		0
H01	01	202409	POS177	1137239	335976	CC	DESARROLLADOR	Desarrollador Back End	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20240325	45000	0	0	INVERSION	Proveedores / PÃƒÂ¡gina web integraciÃƒÂ³n	0	0	1	SIN BONO	0	0	0	#N/D	REEMPLAZO VICTOR VILLANUEVA	0
H01	01	202409	POS178	1068618	336282	CC	ANALISTA	Analista Help Desk Senior	API	APIS	NEGOCIO	ACTIVA	20220718	20000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	435.2811042		60000
H01	01	202409	POS179	1070672	336148	CC	GERENTE	ASESOR COMERCIAL JR	LBR	LABORATORIO	NEGOCIO	ACTIVA	20220801	90000	0	0	INVERSION	SCORE PM	0	0	1	CON BONO	0	SI / TERRET	4750	738.6426		199502.24
H01	01	202409	POS180	1072560	335975	CC	CONSULTOR JR	CONSULTOR DE ANALYTICS JR	ANA	ANALYTICS	NEGOCIO	ACTIVA	20220815	30000	0	0	INVERSION	GUARDIAN NUEVA VERSIÃƒâ€œN 100%	0	0	1	SIN BONO	0	0	0	426.865		75000
H01	01	202409	POS181	1072561	335972	CC	ANALISTA	ANALISTA DE ATENCIÃƒÆ’Ã¢â‚¬Å“N A OTORGANTES	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20220815	13000	50	8000	GASTO		0	1	0	SIN BONO	0	0	0	957.38		39000
H01	01	202409	POS182	1072576	335975	CC	CONSULTOR JR	CONSULTOR DE ANALYTICS JR	ANA	ANALYTICS	NEGOCIO	ACTIVA	20220815	30000	26.667	0	HÍBRIDO COSTO	GUARDIAN NUEVA VERSIÃƒâ€œN 50%/COSTO 50%	0.5	0	0.5	SIN BONO	0	0	0	350.6566667		90000
H01	01	202409	POS183	1154178	335966	CC	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA VERTICAL RETAIL	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240916	12500	0	3750	GASTO		0	1	0	SIN BONO	#N/D	0	0	#N/D		#N/D
H01	01	202409	POS184	1072694	337225	CC	DESARROLLADOR	FULLSTACK SOFTWARE API ENGINEER	API	APIS	NEGOCIO	ACTIVA	20220815	80000	0	0	INVERSION	OPEN BANKING  (ADA)	0	0	1	SIN BONO	0	0	0	1838.145	OPEN BANKING	210827.2
H01	01	202409	POS185	1074671	336056	CC	INGENIERO	INGENIERO DE DATOS JR.	DAT	DATOS	NEGOCIO	ACTIVA	20220829	45500	0	0	INVERSION	DATALAKE NVAS FUENTES (100%)	0	0	1	SIN BONO	0	0	0	350.6566667		135128.99
H01	01	202409	POS186	1076764	336280	CC	ANALISTA	ANALISTA DE OPERACIONES	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20220912	20000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	689.6733333		60000
H01	01	202409	POS187	1078830	335975	CC	GERENTE	Gerente de ciencia de Datos	ANA	ANALYTICS	ADMINISTRATIVA	ACTIVA	20220926	77001.23	0	0	HÍBRIDO	LAE-FIS 17%/ COBRANZA PREVENTIVA 17%/GASTO (CONSULTORIA)15%/ COSTO 17%/GUARDIAN NUEVA VERSION 17%/BIENESTAR FINANCIERO 17%	0.15	0.17	0.68	CON BONO	0	0	0	1817.175		165000
H01	01	202409	POS188	1078831	334005	CC	ANALISTA	Ejecutiva de AtenciÃƒÆ’Ã‚Â³n a Clientes	LEG	LEGAL	ADMINISTRATIVA	ACTIVA	20220926	9750	0	0	GASTO		0	1	0	SIN BONO	0	0	0	764.5183333		29250
H01	01	202409	POS189	1081037	336287	CC	LIDER	API Financial Process Software Engineer .	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20221010	70000	0	0	INVERSION	FACTURACIÃƒâ€œN 	0	0	1	SIN BONO	0	0	0	2916.01		193839.89
H01	01	202409	POS190	1097533	335981	CC	COORDINADOR	COORDINADOR PRODUCTO /MARKETING ANALYTICS	COF	CONSUMIDOR FINAL	ADMINISTRATIVA	ACTIVA	20230313	30000	0	0	INVERSION	CONSUMIDOR FINAL	0	0	1	SIN BONO	0	0	0	307.3433333		90000
H01	01	202409	POS191	1083206	334005	CC	ANALISTA	Ejecutivo de AtenciÃƒÆ’Ã‚Â³n a Clientes	LEG	LEGAL	ADMINISTRATIVA	ACTIVA	20221024	9750	0	0	GASTO		0	1	0	SIN BONO	0	0	0	350.6566667		29250
